gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_15559,13,14,6,11,12,20,0,0,0,0,0,0,11,13,12,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_15621,3,6,0,7,5,6,5,0,0,0,8,3,10,20,7,8,14,7,0,0,0,0,0,0,13,9,10,11,4,0
gene-SHERM_15623,0,3,0,0,0,0,3,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,16,29,26,14,18
gene-SHERM_15638,27,17,20,28,28,20,22,24,11,22,29,44,20,20,25,17,26,20,29,25,17,17,28,17,7,7,9,13,3,4
gene-SHERM_15673,0,0,14,13,8,24,0,0,0,0,0,0,0,15,18,0,11,0,7,6,0,0,10,11,37,39,35,27,0,15
gene-SHERM_15677,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,4,2,3,0,1,11,7,14,24
gene-SHERM_15694,7,3,3,4,7,8,4,7,2,3,8,6,0,9,11,6,5,2,5,0,2,1,4,0,0,0,2,2,3,2
gene-SHERM_15737,7,6,6,0,3,3,0,3,0,2,3,0,3,0,0,0,3,3,0,0,0,5,7,0,9,14,16,25,36,54
gene-SHERM_15783,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,45,52,39,37,11,9
gene-SHERM_15794,14,17,12,6,9,12,18,15,11,13,29,38,9,15,7,3,9,11,9,12,9,17,5,3,4,5,4,8,1,1
gene-SHERM_15801,8,12,3,4,8,9,12,18,10,13,13,19,5,12,10,10,0,15,20,22,14,16,18,16,0,0,10,10,17,16
gene-SHERM_15816,0,0,0,5,5,0,0,0,0,0,0,7,5,0,3,0,5,4,0,0,0,0,0,0,13,11,0,20,7,10
gene-SHERM_15822,10,14,9,8,14,10,31,27,19,13,38,33,9,3,10,8,0,12,11,10,13,20,16,15,9,6,7,6,10,0
gene-SHERM_15829,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,5,2,0,0,0,0,0,0,12,15,19,17,14,14
gene-SHERM_15852,0,3,3,3,4,3,4,3,2,2,4,4,1,4,4,0,7,3,4,5,4,3,3,4,4,7,2,3,0,0
gene-SHERM_15877,28,19,30,27,36,31,10,18,11,11,17,21,30,48,32,33,38,21,11,13,9,14,9,8,20,21,20,16,4,10
gene-SHERM_15884,6,0,8,0,7,0,4,5,0,0,0,6,7,8,11,14,9,19,7,5,7,6,11,13,30,17,35,29,55,41
gene-SHERM_15951,8,11,11,7,0,0,0,0,0,0,0,0,5,7,0,6,0,0,0,0,0,0,0,0,112,100,77,97,34,35
gene-SHERM_15954,10,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,19,15,20,27,13,12
gene-SHERM_15982,10,10,13,10,0,9,9,0,0,4,4,15,8,0,0,0,8,11,5,0,0,0,0,0,23,26,26,33,0,20
gene-SHERM_16066,0,3,0,0,6,6,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,0,17,19,14,12,0,6
gene-SHERM_16072,13,7,3,0,7,7,4,6,0,0,0,0,0,6,6,0,0,5,9,9,3,7,5,10,17,32,27,26,31,26
gene-SHERM_16086,5,4,2,4,3,5,2,1,3,3,5,4,4,2,2,2,3,4,6,5,1,3,3,4,54,44,44,50,23,18
gene-SHERM_16102,0,9,0,7,13,15,5,6,0,5,6,10,9,9,6,0,6,0,0,0,0,0,0,0,31,36,35,32,20,30
gene-SHERM_16172,0,0,0,5,0,3,0,0,0,0,0,0,3,2,0,5,6,5,0,0,0,0,0,0,11,7,12,13,0,10
gene-SHERM_16187,1,3,0,3,2,4,0,0,4,0,2,3,2,3,3,4,3,3,0,0,0,1,0,0,10,12,5,8,3,3
gene-SHERM_16245,3,3,0,0,6,6,0,4,0,0,0,0,4,2,0,0,0,6,0,0,0,0,0,0,21,30,29,28,14,15
gene-SHERM_16265,0,21,0,0,17,0,0,0,0,0,4,0,0,16,0,0,9,0,9,0,0,0,0,0,0,51,48,54,36,30
gene-SHERM_16283,37,22,16,22,33,26,5,4,8,4,13,13,26,30,42,30,23,38,15,12,0,4,8,0,0,5,0,0,0,0
gene-SHERM_16344,0,0,4,4,5,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,7,0,13,10,19,17
gene-SHERM_16350,7,8,8,7,2,5,4,2,2,4,2,3,0,0,4,7,5,6,3,7,7,7,12,7,3,6,5,5,2,3
gene-SHERM_16418,29,35,17,24,22,24,1,5,3,4,5,5,34,39,47,41,33,31,3,5,0,1,2,4,2,0,0,0,0,0
gene-SHERM_16431,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,0,1,3,0,1,0,2,1,4,7,5,2,1,0
gene-SHERM_16432,0,0,10,8,2,6,0,0,5,0,6,0,7,9,7,0,10,0,0,3,0,5,6,8,0,0,0,0,0,0
gene-SHERM_16439,16,16,8,14,18,15,10,20,8,10,19,15,24,16,15,5,11,6,9,17,10,10,4,8,10,11,9,9,7,4
gene-SHERM_16465,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,9,0,4,0,0,0,3,3,5,3,0,11,14,9
gene-SHERM_16484,0,0,5,3,6,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,14,10,14,13,4,6
gene-SHERM_16492,7,3,4,0,0,6,0,0,0,0,8,2,0,4,0,0,0,0,2,0,0,0,0,0,16,22,16,27,9,12
gene-SHERM_16508,0,0,2,0,0,2,0,6,2,2,6,4,1,0,0,2,0,0,0,2,0,0,2,4,2,0,2,4,1,0
gene-SHERM_16536,18,12,0,3,10,11,7,0,0,0,5,0,9,5,0,8,11,6,0,6,7,0,0,4,49,44,36,43,16,23
gene-SHERM_16648,13,10,9,11,6,7,10,8,7,0,8,13,6,5,0,0,8,0,0,0,0,0,0,5,23,35,30,28,10,0
gene-SHERM_16653,0,5,0,3,5,5,0,0,0,0,0,0,5,8,5,8,0,8,0,0,2,5,6,8,23,12,11,14,0,11
gene-SHERM_16676,0,12,9,13,0,11,5,0,0,0,0,23,0,0,7,0,0,0,0,0,0,0,0,0,25,24,15,24,0,5
gene-SHERM_16697,2,1,1,2,2,2,0,2,2,0,4,2,3,1,1,1,0,2,2,1,1,1,1,1,0,0,0,1,0,0
gene-SHERM_16728,16,10,11,17,11,13,9,0,0,0,8,8,17,13,0,8,9,10,0,0,0,0,0,0,18,16,13,17,39,45
gene-SHERM_16744,6,12,17,10,16,24,5,2,5,0,6,6,6,6,10,10,4,6,10,9,2,7,4,4,3,10,3,13,6,3
gene-SHERM_16791,3,0,5,4,5,5,2,2,3,1,3,1,4,3,4,0,6,4,1,1,0,1,2,4,2,4,1,3,1,0
gene-SHERM_16870,2,1,4,2,6,5,2,5,0,2,7,2,0,2,0,2,0,3,0,0,0,0,0,0,2,2,0,0,0,3
gene-SHERM_16878,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,17,14,14,15,9,4
gene-SHERM_16910,0,5,0,0,2,8,3,0,0,0,2,0,1,5,5,0,4,3,6,0,0,0,0,3,15,14,21,12,13,12
gene-SHERM_16926,5,4,3,5,3,2,7,5,3,4,4,7,3,5,8,2,10,4,2,2,2,2,0,0,57,64,42,57,36,35
gene-SHERM_16928,4,2,5,1,4,3,3,3,0,2,1,3,4,3,0,1,1,0,2,0,1,1,3,5,15,16,8,20,9,9
gene-SHERM_16948,17,14,16,17,25,19,4,0,2,0,0,3,18,16,6,14,13,11,0,0,0,0,0,0,0,0,3,3,3,0
gene-SHERM_17023,0,11,10,7,6,5,4,0,0,0,0,0,14,9,0,5,8,6,0,0,0,0,0,0,14,19,14,21,19,15
gene-SHERM_17049,0,4,6,8,0,7,6,3,3,4,7,10,5,6,0,7,4,9,0,0,2,0,0,4,35,22,30,43,7,14
gene-SHERM_17052,0,0,2,4,0,3,13,17,14,7,18,13,0,0,0,1,0,0,0,1,1,3,1,0,0,2,0,0,0,0
gene-SHERM_17061,11,6,7,4,5,16,16,8,8,5,18,13,13,21,21,28,16,13,7,18,7,11,0,7,0,0,0,0,0,0
gene-SHERM_17062,3,5,2,2,5,0,0,7,5,0,0,8,3,0,5,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0
gene-SHERM_17086,7,0,0,0,4,0,5,3,0,0,8,15,0,0,0,0,0,0,4,5,0,7,2,0,6,20,15,17,14,8
gene-SHERM_17189,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,8,9,0,13,18,35,31
gene-SHERM_17196,7,1,0,2,0,2,0,0,0,0,0,0,0,1,3,3,2,2,2,1,0,2,0,1,4,2,2,3,5,4
gene-SHERM_17221,12,16,15,18,17,22,0,8,0,6,9,12,23,27,29,23,25,25,8,0,7,0,9,12,0,0,4,6,0,0
gene-SHERM_17233,0,8,15,8,9,14,0,0,0,0,7,0,8,12,7,9,8,6,0,6,0,6,0,0,7,9,19,24,12,15
gene-SHERM_17240,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,2,5,0,0,0,7,15,10,9,19,16
gene-SHERM_17241,4,0,10,0,0,7,0,0,0,0,0,0,8,7,0,9,7,5,4,0,0,0,0,0,4,0,9,5,0,5
gene-SHERM_17242,2,2,6,3,4,3,2,7,0,3,3,3,7,5,2,2,4,2,2,3,2,2,0,0,26,48,38,56,19,23
gene-SHERM_17292,0,0,2,0,0,2,0,2,2,0,1,3,0,0,1,0,0,3,0,2,0,4,0,2,0,0,0,0,2,0
gene-SHERM_17367,25,37,24,21,25,30,0,0,0,0,13,5,30,27,37,41,34,33,6,7,3,0,0,0,13,15,13,15,10,12
gene-SHERM_17394,0,2,5,0,2,4,0,5,5,0,7,5,0,0,3,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0
gene-SHERM_17436,4,2,2,4,3,5,7,6,8,4,12,13,5,8,7,3,3,9,4,5,5,5,2,2,0,0,0,0,2,1
gene-SHERM_17454,4,0,0,4,2,1,1,1,0,1,3,1,0,3,2,2,3,5,2,1,1,1,0,1,2,0,0,0,0,0
gene-SHERM_17456,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,9,6,16,14,45,42
gene-SHERM_17461,6,9,9,5,7,11,0,5,0,0,6,6,5,11,12,6,8,8,3,0,0,0,0,0,11,15,13,16,9,7
gene-SHERM_17468,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,10,6,5,7,14,5
gene-SHERM_17473,7,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,22,19,24,8,8
gene-SHERM_17493,11,10,17,7,14,28,12,6,10,6,13,11,22,29,14,30,10,16,4,5,6,7,7,2,1,0,0,3,2,2
gene-SHERM_17495,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,8,2,3,2,2,3
gene-SHERM_17509,12,11,3,4,5,8,0,0,1,0,1,0,9,4,4,4,4,2,0,0,0,2,0,0,5,2,4,3,0,0
gene-SHERM_01108,0,0,0,0,3,0,0,0,2,0,0,9,2,0,0,5,2,8,8,0,3,0,3,0,19,20,11,25,37,21
gene-SHERM_01219,3,0,0,0,6,6,0,0,0,0,0,0,8,4,0,3,0,4,0,0,0,0,0,0,12,14,26,25,7,8
gene-SHERM_01294,0,0,0,0,6,0,0,5,0,0,0,5,2,0,0,0,0,0,0,0,3,0,5,0,18,21,22,21,6,17
gene-SHERM_01310,10,0,7,0,0,15,4,0,0,0,10,0,8,0,8,13,0,0,0,3,0,0,0,0,26,27,30,31,0,19
gene-SHERM_01319,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,4,0,5,12,13,23,24
gene-SHERM_01338,15,14,13,7,15,10,0,0,3,0,12,12,22,18,14,16,17,12,15,6,8,0,6,7,4,0,0,9,0,0
gene-SHERM_01346,19,22,12,17,16,13,7,0,4,0,21,27,11,14,21,24,20,0,16,12,14,11,11,13,0,0,0,0,0,8
gene-SHERM_01348,0,6,0,4,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,8,6,18,14,26,17
gene-SHERM_00346,0,0,0,0,0,0,6,6,0,2,0,0,0,0,0,1,0,0,0,0,6,0,8,7,4,0,13,9,28,40
gene-SHERM_17706,0,8,5,7,10,0,0,11,0,5,0,13,0,0,0,0,0,7,0,0,4,0,0,4,28,25,16,14,4,7
gene-SHERM_17721,1,2,5,6,7,10,3,1,0,3,2,2,1,5,2,9,2,4,6,0,2,0,0,2,1,4,2,0,0,0
gene-SHERM_17828,0,0,3,0,0,0,0,2,0,0,4,0,2,0,0,2,5,0,0,2,0,0,3,0,8,15,14,14,5,6
gene-SHERM_17837,2,0,5,0,5,4,1,2,0,0,5,2,1,10,4,4,4,3,3,2,2,0,1,0,1,3,3,2,1,2
gene-SHERM_17842,5,4,0,2,3,7,4,5,0,0,1,3,5,2,7,15,9,4,0,4,2,1,3,1,0,4,4,3,2,2
gene-SHERM_17988,0,0,3,0,0,4,2,2,7,0,2,0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,0,0,0,0
gene-SHERM_18114,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,7,0,1,0,7,12,15,13,17,20
gene-SHERM_18175,0,4,4,0,3,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,10,7,5,13,4,4
gene-SHERM_18182,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,5,10,12,25,22,44,53
gene-SHERM_18197,0,0,0,0,0,0,0,3,0,0,6,0,2,3,6,0,6,0,3,0,0,0,0,0,17,11,13,10,12,11
gene-SHERM_18247,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,5,2,0,0,0,0,0,0,2,3,3,3,4,2
gene-SHERM_18261,0,0,0,0,4,0,8,10,0,0,12,0,0,2,4,6,0,6,9,6,7,4,0,5,20,28,20,9,17,12
gene-SHERM_01368,0,3,0,0,0,9,0,0,0,0,0,0,6,0,0,3,0,0,4,3,0,0,5,0,0,5,12,7,21,22
gene-SHERM_01390,0,0,0,6,0,0,4,4,0,0,5,11,0,5,3,0,3,3,4,5,0,6,7,9,7,15,17,9,34,27
gene-SHERM_01407,2,2,11,6,7,6,4,4,2,5,5,2,9,6,10,6,9,9,2,0,6,2,4,2,2,3,4,3,3,5
gene-SHERM_01416,0,0,0,0,0,8,4,0,0,3,0,0,7,13,6,7,8,0,0,0,0,0,0,0,14,12,7,12,10,6
gene-SHERM_01428,9,6,7,13,9,0,0,0,0,0,0,0,0,9,15,6,0,8,0,0,0,0,0,0,0,0,0,2,0,4
gene-SHERM_01432,1,3,1,0,1,0,1,0,0,1,0,1,0,4,2,2,3,0,0,3,0,0,0,0,7,6,10,15,11,11
gene-SHERM_01433,9,4,14,6,9,10,3,0,0,0,3,0,5,9,0,7,15,4,0,0,4,0,4,0,6,5,7,4,0,3
gene-SHERM_01461,14,9,6,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,41,29,44,48,49,49
gene-SHERM_01506,2,2,0,0,4,0,2,2,0,1,3,2,3,0,8,0,6,4,4,9,2,3,3,7,0,2,0,0,0,0
gene-SHERM_01535,14,8,10,8,5,11,0,0,0,4,7,17,7,0,8,12,5,13,5,0,0,8,0,0,43,43,42,25,22,21
gene-SHERM_01541,6,13,0,0,7,4,3,3,0,0,7,0,0,0,3,5,4,8,0,0,0,0,0,0,11,9,5,6,14,13
gene-SHERM_18343,5,5,9,0,10,12,0,0,0,0,9,0,3,0,5,14,6,0,0,0,0,0,0,0,30,20,28,24,16,12
gene-SHERM_18371,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,0,0,0,23,20,15,15,10,32
gene-SHERM_18376,16,22,39,19,39,24,2,0,0,4,2,3,36,35,26,34,36,29,0,2,3,1,0,3,4,11,7,9,5,4
gene-SHERM_18384,15,22,11,39,19,19,0,0,0,0,0,0,10,15,17,15,10,14,0,0,0,0,0,0,0,0,2,0,0,0
gene-SHERM_18454,6,5,10,3,7,6,6,14,3,8,5,4,9,11,6,5,9,9,3,4,2,6,4,0,2,4,3,2,1,2
gene-SHERM_18465,6,0,0,3,0,0,0,6,0,4,5,8,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,7,0
gene-SHERM_18545,4,12,7,5,9,12,4,3,8,2,3,8,3,3,3,5,5,0,0,2,0,2,1,2,0,0,0,0,0,0
gene-SHERM_18558,0,0,0,5,0,10,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,0,4,0,12,4,12,16,14,13
gene-SHERM_18559,55,63,48,43,55,59,12,0,10,14,16,19,45,50,56,55,60,47,11,19,6,14,13,13,0,0,0,7,8,4
gene-SHERM_18570,0,0,0,0,0,0,6,0,0,0,0,0,0,4,5,9,2,3,0,0,0,2,0,2,17,0,12,12,0,6
gene-SHERM_18635,0,6,0,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,8,15,18
gene-SHERM_18642,0,0,0,0,0,0,0,2,0,0,0,0,2,2,3,5,5,0,0,0,0,2,0,0,10,10,8,6,2,9
gene-SHERM_18644,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,5,0,0,0,0,0,0,5,3,15,22,21,19,0,9
gene-SHERM_18659,11,10,4,4,3,6,0,0,0,0,0,0,0,3,3,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_18694,0,0,0,10,10,0,4,0,0,0,0,0,6,15,8,0,0,5,10,0,0,2,0,7,24,38,25,19,17,16
gene-SHERM_18711,3,2,5,8,4,8,2,3,6,2,0,13,9,10,3,13,10,11,10,10,9,6,4,7,72,83,47,42,29,27
gene-SHERM_18791,3,2,1,0,0,0,0,2,2,2,0,0,1,0,0,0,0,4,3,2,4,0,5,5,8,7,11,11,21,27
gene-SHERM_18799,6,9,12,9,0,0,9,0,4,0,23,18,0,10,0,8,4,0,0,0,0,0,0,0,15,30,15,17,0,9
gene-SHERM_18809,15,9,6,9,18,10,15,6,4,4,14,12,25,16,15,15,7,17,20,22,4,0,12,21,12,0,9,16,0,15
gene-SHERM_18834,9,10,6,9,10,0,9,13,0,6,27,26,11,5,12,12,14,14,16,11,10,8,7,0,5,7,0,0,0,2
gene-SHERM_18860,3,3,2,4,6,2,2,0,2,1,2,4,4,4,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_18863,11,16,9,7,11,0,0,9,0,0,12,11,6,10,16,15,17,8,5,0,0,0,5,8,3,10,4,3,2,0
gene-SHERM_18872,4,1,1,3,1,2,3,3,3,2,4,3,0,0,1,2,2,0,3,2,4,1,0,6,0,3,2,0,3,3
gene-SHERM_18922,2,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,2,2,0,7,7,2,3,3,4
gene-SHERM_18939,2,0,4,0,2,1,0,2,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,4,9,4,8,1,5
gene-SHERM_18980,0,5,0,7,6,0,0,0,0,0,0,0,3,3,7,4,5,6,0,3,0,0,3,0,9,9,17,19,6,10
gene-SHERM_19023,19,22,21,23,24,18,2,3,3,1,3,7,30,22,26,34,23,25,2,0,1,2,1,3,0,0,0,0,0,0
gene-SHERM_19024,18,26,17,24,33,32,0,0,0,0,0,2,21,30,24,20,33,23,2,3,3,3,4,0,2,0,0,0,0,2
gene-SHERM_19025,30,33,35,31,27,30,5,3,3,3,4,0,42,37,34,41,24,35,5,2,2,4,0,3,0,0,0,1,0,0
gene-SHERM_19088,0,14,6,0,0,9,27,27,19,8,28,21,21,23,41,26,14,22,30,16,22,14,15,29,11,0,0,0,0,0
gene-SHERM_19098,37,31,31,26,42,53,4,3,6,0,0,0,47,51,38,44,55,36,7,7,0,0,0,0,9,6,0,0,0,0
gene-SHERM_19102,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,2,0,7,5,9,7,20,12,11
gene-SHERM_19192,19,12,11,0,19,25,0,5,0,5,11,0,9,9,13,24,11,18,0,7,0,6,8,4,64,67,54,86,36,38
gene-SHERM_19212,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,5,4,5,6,4,0,13,16,16,29,22
gene-SHERM_19237,0,0,0,0,0,0,0,6,0,0,0,5,9,6,0,2,0,0,0,0,0,0,0,7,10,15,21,24,32,33
gene-SHERM_19256,23,6,9,8,12,0,6,4,0,0,0,9,21,9,12,10,14,0,14,10,0,17,15,12,32,33,34,32,45,55
gene-SHERM_19319,6,6,3,4,4,4,0,0,0,2,0,0,2,2,2,4,10,7,0,0,0,0,0,2,4,1,1,3,0,0
gene-SHERM_19347,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,9,21,15,14,25,0,17
gene-SHERM_19408,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,10,5,9,5,2
gene-SHERM_19410,3,6,3,3,0,0,6,0,0,0,0,0,0,0,2,2,4,0,7,2,2,5,10,2,7,4,27,28,54,48
gene-SHERM_19426,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,5,0,9,14,15,11,12,9
gene-SHERM_19469,5,9,4,4,4,9,3,6,0,0,2,1,5,2,7,4,11,1,0,2,0,0,0,0,3,3,1,2,0,0
gene-SHERM_19489,5,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,9,6,9,12,29,12
gene-SHERM_19504,2,3,1,1,2,0,4,2,1,3,5,4,0,0,2,0,0,0,4,4,0,3,0,2,49,60,46,48,13,17
gene-SHERM_19603,0,0,0,1,0,4,6,0,0,5,0,4,0,4,1,0,0,0,7,0,0,7,3,4,12,7,13,14,25,17
gene-SHERM_19615,6,2,0,2,4,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,2,2,4,11,6,3,4,4
gene-SHERM_19619,2,1,3,4,5,4,3,2,7,3,4,1,4,5,6,4,4,5,3,2,3,5,3,3,0,1,0,2,3,0
gene-SHERM_19650,0,6,0,11,5,0,0,4,0,0,0,4,3,6,10,6,12,6,0,0,0,0,0,5,37,33,22,26,9,11
gene-SHERM_19661,4,4,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,12,19,10,21,13
gene-SHERM_19693,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,9,11,20,11,18,21
gene-SHERM_19712,11,19,0,8,7,7,0,0,4,0,8,15,9,7,11,5,7,10,9,16,6,12,0,6,9,8,0,11,0,0
gene-SHERM_19770,4,0,0,6,0,0,10,0,0,0,9,8,8,0,5,0,4,0,0,8,0,7,5,0,25,25,22,46,32,30
gene-SHERM_19800,3,4,3,2,4,1,5,3,3,3,5,3,2,11,0,4,3,7,3,3,2,4,0,2,4,4,2,3,2,0
gene-SHERM_19827,0,0,4,0,10,0,0,0,0,0,9,10,6,11,18,0,0,13,7,10,4,0,9,7,68,56,69,83,24,24
gene-SHERM_19857,2,0,2,1,0,6,0,0,0,0,1,0,0,0,6,3,2,0,4,0,2,0,0,2,4,6,19,7,5,2
gene-SHERM_19939,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,9,9,0,17,23,24,13,25,30
gene-SHERM_19960,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,4,4,0,0,9,0,0,0,0,26,32,28,29,16,0
gene-SHERM_19983,6,8,0,0,11,14,0,0,0,0,0,0,3,5,7,3,0,9,0,0,0,0,0,0,27,32,21,9,14,11
gene-SHERM_19997,6,3,3,0,5,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,0,0,8,11,4,8,9,8,11
gene-SHERM_20102,2,4,2,2,0,0,2,0,0,2,2,2,2,0,2,5,2,0,2,4,5,3,3,7,3,3,21,19,55,40
gene-SHERM_20111,6,0,0,0,4,0,0,7,0,0,8,0,0,7,0,7,0,0,0,0,0,0,0,0,16,18,22,6,7,0
gene-SHERM_20211,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,13,12,8,8,12
gene-SHERM_20217,0,4,3,0,5,0,2,0,3,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,11,15,16,13,13,7
gene-SHERM_20245,12,14,10,9,8,19,0,2,4,0,0,0,13,17,14,8,10,19,0,0,0,1,0,2,20,32,27,39,8,2
gene-SHERM_20261,28,30,27,27,27,24,0,0,3,0,0,0,30,39,34,40,30,33,2,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_20288,4,5,0,3,0,0,4,8,5,0,8,9,0,2,5,0,3,0,3,0,8,0,0,0,4,0,5,0,0,0
gene-SHERM_20350,23,13,6,9,0,11,12,16,17,11,38,28,13,15,28,17,18,14,13,27,20,14,9,20,9,8,13,10,7,7
gene-SHERM_20358,7,4,4,0,2,2,3,4,5,7,9,11,4,5,4,5,5,3,2,2,3,1,7,4,0,3,0,0,0,0
gene-SHERM_20408,5,8,0,2,4,2,2,1,2,2,0,5,5,4,2,5,1,4,5,2,5,2,0,3,0,0,0,0,0,1
gene-SHERM_20434,0,0,2,0,0,0,7,0,0,0,7,0,0,5,0,0,0,7,0,0,0,0,0,0,0,20,20,23,13,11
gene-SHERM_20443,9,10,0,22,21,18,6,6,0,5,21,14,16,15,9,12,19,19,17,13,7,13,0,10,0,3,0,0,0,0
gene-SHERM_20479,4,0,6,9,6,0,0,4,3,0,0,0,0,7,0,5,0,4,0,0,0,0,0,0,17,31,17,20,9,19
gene-SHERM_20609,5,5,0,7,0,4,0,0,6,5,10,7,0,0,0,0,6,0,0,8,10,0,0,9,24,13,16,13,23,18
gene-SHERM_20611,2,5,0,3,2,7,0,0,0,2,3,4,0,0,0,2,5,5,0,2,2,0,2,3,0,0,2,0,0,0
gene-SHERM_20612,6,5,1,8,10,4,3,2,4,1,7,3,3,0,4,3,4,5,4,1,5,1,1,2,0,0,3,0,0,0
gene-SHERM_20614,0,11,0,0,0,7,0,5,0,9,9,6,4,0,0,11,6,0,0,6,0,0,0,6,0,4,0,3,0,0
gene-SHERM_20645,0,0,5,0,2,0,0,0,0,0,0,0,0,2,5,0,4,3,0,0,0,0,0,4,13,22,15,22,12,14
gene-SHERM_20655,6,7,6,0,12,6,0,0,0,0,0,0,9,14,7,8,13,10,0,0,0,0,0,0,18,36,28,29,12,11
gene-SHERM_20669,2,1,1,2,2,0,1,2,2,2,2,4,0,0,2,2,0,1,1,2,1,4,2,2,3,0,1,0,0,1
gene-SHERM_20670,0,0,0,0,0,3,8,2,0,3,8,5,0,4,5,3,0,0,0,0,7,0,5,0,0,0,0,0,0,0
gene-SHERM_20706,2,3,2,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,2,0
gene-SHERM_20767,3,6,8,6,4,7,1,4,2,3,6,2,5,2,4,4,3,8,0,1,3,2,2,3,3,4,3,2,2,2
gene-SHERM_20778,4,5,6,5,11,10,2,2,7,5,6,8,10,2,8,8,9,4,10,13,7,7,15,8,13,8,8,9,5,2
